suhu_mesin,arus_R,arus_S,arus_T,tegangan_RS,tegangan_ST,tegangan_TR,suhu_lingkungan,kelembaban,kode_mpu6050,label_kondisi,label_maintenance_hari
27.32,4.158,3.513,4.715,380.99,379.97,380.94,29.04,52.42,0,0,159
26.35,4.722,2.362,4.196,377.99,377.63,380.76,27.07,78.0,0,0,126
37.67,5.884,6.309,5.669,377.5,370.63,380.73,27.95,57.07,1,1,85
29.69,4.51,4.998,3.131,383.08,378.51,383.25,28.59,74.06,0,0,165
26.44,3.941,2.699,2.796,382.7,382.02,378.73,28.35,69.09,0,0,177
73.15,11.587,11.131,11.501,387.92,346.55,427.55,27.44,53.45,4,4,2
26.78,4.24,3.878,2.553,377.88,383.19,381.5,28.25,50.97,0,0,120
48.41,8.503,7.322,8.886,400.1,368.67,377.95,26.2,71.31,2,2,52
28.71,3.385,2.101,2.703,378.56,379.92,379.12,27.91,60.1,0,0,165
32.88,6.902,6.348,5.92,383.91,383.57,375.96,27.96,66.75,1,1,92
71.42,11.921,11.162,11.471,366.92,357.76,404.91,28.56,52.48,4,4,2
28.46,2.215,4.141,3.196,384.91,379.14,379.92,27.62,51.13,0,0,143
23.46,4.289,4.597,3.063,384.52,377.04,374.95,28.09,58.93,0,0,173
29.67,4.117,3.169,4.334,380.04,379.3,377.59,27.22,69.58,0,0,142
27.95,2.928,3.146,3.494,379.64,382.96,383.56,27.72,50.16,0,0,157
35.74,5.617,5.977,6.464,373.63,385.48,390.38,28.58,76.34,1,1,79
60.74,9.386,9.716,10.446,402.04,369.21,397.41,27.65,71.22,3,3,24
26.53,4.451,4.587,3.591,382.39,379.83,383.95,29.58,63.94,0,0,171
27.44,4.011,4.932,3.137,379.61,378.93,379.47,28.81,73.64,0,0,142
28.27,4.527,4.577,4.762,379.51,376.88,376.98,26.53,72.29,0,0,177
33.88,6.322,6.604,6.399,384.72,379.95,384.11,27.95,57.27,1,1,81
29.91,4.022,4.18,3.393,380.64,376.98,377.13,28.89,75.44,0,0,140
37.57,6.138,5.952,5.611,379.25,390.61,387.7,27.66,68.25,1,1,95
32.26,5.045,6.74,6.221,374.81,374.38,371.85,27.78,70.38,1,1,110
31.5,5.406,6.202,5.329,377.15,373.38,377.63,27.79,63.09,1,1,115
28.06,2.867,2.958,2.012,380.04,381.08,383.69,28.81,74.76,0,0,121
37.98,6.804,6.138,5.244,382.95,386.23,377.15,28.04,69.36,1,1,78
29.16,2.535,2.793,2.363,379.89,376.54,380.25,29.26,72.0,0,0,123
26.47,4.464,3.657,2.616,378.24,376.07,377.37,30.12,54.0,0,0,176
47.22,9.914,9.074,9.082,385.95,382.08,377.47,29.52,73.91,3,3,12
35.64,6.593,6.16,5.988,373.65,380.43,371.81,28.16,57.39,1,1,113
29.64,2.627,4.259,2.038,382.61,383.26,378.33,30.55,65.95,0,0,137
29.78,3.955,4.755,3.764,378.41,382.78,381.88,28.84,78.07,0,0,166
27.57,4.765,4.455,4.065,380.49,380.94,380.21,28.8,57.35,0,0,128
28.52,3.461,4.15,4.195,380.5,382.02,380.37,26.98,63.51,0,0,128
25.84,4.548,2.042,2.356,380.12,380.05,377.37,28.79,64.99,0,0,127
26.56,3.358,4.483,3.269,377.96,379.48,382.35,27.88,72.92,0,0,137
26.44,4.884,3.253,4.065,377.45,383.24,381.32,29.58,78.33,0,0,156
32.79,5.464,5.12,6.984,377.09,380.31,385.47,26.72,65.27,1,1,117
33.11,5.533,5.784,6.431,375.23,384.91,374.15,29.01,78.76,1,1,90
44.56,6.449,5.915,5.38,381.05,384.26,384.43,27.9,64.92,1,1,111
28.26,4.574,3.462,3.446,382.68,381.19,382.27,29.49,51.75,0,0,140
66.93,11.928,11.242,11.365,345.46,357.43,406.7,26.66,72.02,4,4,3
43.8,7.054,7.585,7.712,399.44,375.48,403.11,27.01,58.86,2,2,52
42.12,7.961,8.396,7.143,390.3,388.7,372.14,28.57,77.51,2,2,42
40.68,7.496,8.869,7.777,384.48,375.78,374.1,27.34,57.04,2,2,31
55.84,10.451,9.975,9.379,350.89,370.15,385.37,28.65,73.87,3,3,11
28.51,3.469,2.809,2.04,373.59,382.49,381.84,26.16,74.47,0,0,148
25.98,2.828,3.5,2.622,382.15,380.54,380.71,27.22,58.6,0,0,129
34.13,5.363,5.981,6.899,385.15,372.1,381.38,28.83,73.13,1,1,102
39.47,5.963,6.851,6.601,379.02,377.68,372.0,27.8,53.51,1,1,109
35.84,5.728,6.185,6.734,374.74,381.46,380.81,27.28,65.67,1,1,114
24.79,4.088,2.637,4.557,380.21,379.28,377.4,25.78,60.4,0,0,125
27.3,3.785,3.592,3.97,377.79,380.46,381.37,27.51,77.57,0,0,141
27.18,3.125,3.943,4.839,378.15,382.14,380.56,28.47,53.76,0,0,137
58.99,10.289,9.303,10.31,375.32,364.46,370.84,28.09,71.89,3,3,27
40.62,5.214,5.869,6.045,393.2,387.62,379.17,28.84,65.15,1,1,91
26.88,2.259,3.881,3.708,379.18,377.4,380.69,26.66,75.82,0,0,150
29.2,3.885,3.166,2.476,378.51,382.29,378.32,27.87,78.73,0,0,169
25.37,4.891,4.231,3.168,380.49,381.43,379.76,26.11,77.21,0,0,154
54.36,10.326,9.482,10.006,395.63,378.43,376.95,28.52,53.26,3,3,14
30.17,6.35,5.966,6.005,387.97,385.58,387.95,27.99,75.7,1,1,70
41.48,8.663,7.653,7.824,373.42,385.53,391.98,26.22,73.24,2,2,44
26.4,3.53,4.818,2.839,382.29,379.35,378.05,27.14,79.18,0,0,132
36.32,5.215,5.705,6.464,376.05,373.43,374.58,27.75,52.35,1,1,100
27.79,2.643,3.901,4.453,378.27,379.46,379.21,28.29,55.92,0,0,158
34.4,6.516,6.336,6.03,365.0,376.58,383.28,28.4,60.28,1,1,92
27.8,4.825,4.19,4.7,381.18,383.49,376.27,28.08,50.24,0,0,173
27.26,3.987,2.746,3.35,379.39,378.12,379.23,27.95,73.21,0,0,136
38.9,5.302,5.265,6.782,379.6,384.73,381.88,28.83,59.87,1,1,73
56.84,10.971,10.093,10.312,372.68,367.7,390.98,27.47,65.6,3,3,12
26.34,2.613,4.923,2.231,380.56,378.75,377.48,28.11,79.41,0,0,141
45.28,8.545,8.322,7.576,386.01,389.26,382.08,27.07,70.41,2,2,32
28.24,2.024,2.044,4.331,379.57,379.07,380.43,26.8,61.21,0,0,175
24.99,2.353,2.906,4.011,379.42,379.73,378.95,27.5,57.27,0,0,140
27.18,2.766,3.367,3.529,381.18,379.45,382.88,28.27,79.98,0,0,164
26.86,4.592,2.279,2.523,379.77,383.52,378.35,28.42,54.64,0,0,157
30.16,3.546,2.783,2.757,379.19,382.24,382.4,27.83,59.71,0,0,122
26.55,4.359,2.429,4.457,379.48,379.9,378.04,29.07,59.01,0,0,122
28.68,3.906,2.324,4.91,379.81,378.66,382.9,28.18,60.72,0,0,147
56.72,9.744,10.376,10.27,382.9,369.54,378.12,26.52,62.82,3,3,21
29.7,4.909,4.644,3.391,380.59,381.29,378.61,26.08,60.61,0,0,152
34.45,8.451,7.436,7.777,376.75,388.61,390.28,26.5,73.18,2,2,50
27.7,2.182,4.116,3.137,385.04,379.38,381.7,29.27,70.82,0,0,140
35.84,6.871,6.832,5.055,381.11,379.71,381.15,28.69,55.19,1,1,61
26.33,4.34,4.769,4.891,379.31,380.4,383.36,27.29,57.07,0,0,174
29.59,3.932,2.194,3.027,378.08,379.87,378.9,29.05,74.43,0,0,172
27.93,4.893,3.854,2.77,381.06,380.43,381.55,27.63,70.51,0,0,171
26.66,2.918,2.597,3.804,381.09,380.28,385.66,26.73,57.16,0,0,151
29.13,2.173,2.232,4.745,379.93,378.15,381.62,28.46,74.46,0,0,152
32.46,6.811,6.056,5.742,388.59,372.77,382.31,28.08,76.04,1,1,62
57.26,9.391,10.62,9.83,388.16,369.93,372.57,28.39,65.46,3,3,25
47.18,7.199,7.749,7.5,387.88,377.88,385.43,28.42,57.14,2,2,40
35.35,6.09,5.818,6.083,379.91,371.22,376.48,28.21,58.2,1,1,97
28.1,2.893,3.278,2.935,380.12,378.05,380.61,28.01,57.17,0,0,146
28.12,4.733,4.769,4.564,378.43,380.16,379.64,29.02,63.76,0,0,163
30.84,3.177,2.407,2.816,380.66,380.58,377.21,30.03,73.29,0,0,154
29.68,4.417,2.84,3.624,379.05,381.64,378.31,28.16,72.0,0,0,155
28.58,2.044,2.373,3.27,380.86,380.65,378.93,27.57,67.02,0,0,156
28.13,2.922,4.661,3.6,381.22,380.24,379.29,29.52,63.47,0,0,125
27.76,3.189,2.123,3.96,380.04,382.49,381.15,28.99,70.65,0,0,128
30.34,2.966,4.703,3.355,381.31,380.04,380.12,28.67,74.21,0,0,150
37.16,8.176,8.2,8.363,377.07,361.09,392.14,29.13,74.31,2,2,30
46.58,8.864,7.772,8.11,377.69,349.19,362.54,27.45,59.32,2,2,54
28.35,4.099,4.798,4.715,380.36,381.76,380.22,27.26,52.02,0,0,141
59.04,10.394,9.606,9.443,393.2,397.3,390.42,27.97,60.62,3,3,22
71.26,11.072,11.875,11.309,381.0,421.98,374.03,29.51,66.6,4,4,4
28.17,2.011,3.505,3.797,378.34,378.69,381.56,26.57,69.47,0,0,166
31.03,4.265,3.218,2.984,382.65,379.7,381.97,27.83,72.1,0,0,162
27.6,4.514,4.585,2.81,377.66,381.4,381.74,28.28,55.05,0,0,174
60.29,10.505,10.635,9.615,391.19,353.69,377.85,29.44,77.29,3,3,25
56.73,9.487,10.159,9.963,371.2,399.76,368.88,29.6,53.21,3,3,14
31.02,2.38,3.836,3.793,380.77,379.41,377.84,29.04,53.34,0,0,174
26.24,4.639,3.444,3.718,378.84,380.32,375.17,28.44,78.37,0,0,164
29.09,6.814,5.237,5.079,374.87,375.19,387.74,27.73,63.98,1,1,71
28.83,2.273,3.145,3.271,380.48,377.33,378.16,29.02,77.93,0,0,121
27.44,4.243,4.444,4.634,380.65,380.03,381.61,28.03,64.2,0,0,154
44.27,8.925,8.803,8.595,378.65,373.91,384.18,27.71,71.75,2,2,38
31.61,6.801,6.369,5.747,374.09,377.11,385.06,29.33,77.53,1,1,116
44.12,7.715,7.924,8.797,358.34,371.97,358.56,26.6,76.87,2,2,46
43.31,8.513,8.211,8.461,372.22,377.48,360.87,26.59,57.5,2,2,34
38.51,5.419,5.803,5.387,378.25,375.31,374.73,28.32,64.1,1,1,114
26.34,3.744,3.881,4.646,379.29,377.88,377.77,24.48,62.3,0,0,126
32.54,6.059,5.464,5.23,383.58,380.58,382.11,27.25,64.37,1,1,65
27.7,2.628,2.758,3.357,379.36,380.18,378.59,28.45,55.14,0,0,158
35.44,5.834,6.151,5.901,373.24,388.49,375.78,28.79,67.17,1,1,107
27.08,4.942,4.868,4.321,380.02,379.8,378.72,26.84,66.36,0,0,146
33.64,5.956,5.633,6.034,373.2,373.75,381.46,26.3,55.89,1,1,110
27.88,2.675,3.261,2.988,378.89,383.5,380.59,27.63,51.35,0,0,151
25.9,2.983,4.661,2.27,380.37,380.34,381.92,27.5,63.81,0,0,146
27.64,4.985,2.056,4.088,381.88,380.15,381.69,29.18,78.64,0,0,122
26.48,3.526,3.523,2.352,382.1,379.35,378.3,29.8,52.7,0,0,131
34.69,5.722,6.222,5.204,388.01,386.38,378.24,28.42,63.2,1,1,97
39.93,6.894,6.781,6.319,380.6,383.93,378.34,29.2,58.4,1,1,62
27.92,2.116,3.073,2.449,380.58,378.82,379.43,28.89,55.29,0,0,169
28.5,3.025,2.506,4.72,379.19,376.63,380.25,28.95,74.73,0,0,120
27.2,2.323,3.631,2.306,380.75,378.91,381.44,27.34,66.8,0,0,129
27.53,2.734,2.445,2.68,380.05,376.66,378.61,27.81,66.18,0,0,132
28.74,3.505,4.004,4.945,377.69,381.34,377.75,26.81,68.96,0,0,164
49.08,9.09,10.178,10.449,361.95,370.83,379.37,26.51,57.09,3,3,27
28.85,4.681,2.201,2.629,378.65,381.28,381.11,30.35,76.89,0,0,130
29.46,4.828,4.18,3.044,384.82,379.57,380.97,29.01,74.44,0,0,139
29.17,2.874,4.288,2.369,381.47,380.39,378.17,29.69,62.67,0,0,146
26.83,3.636,3.783,2.454,379.2,379.85,380.08,26.81,63.68,0,0,176
28.88,4.645,4.192,4.857,382.0,376.89,377.03,27.57,50.88,0,0,165
32.19,6.005,6.793,6.591,373.23,378.96,376.01,29.14,54.84,1,1,66
26.64,4.357,3.412,3.341,379.94,374.23,379.31,26.04,71.57,0,0,169
26.71,4.146,2.116,2.348,380.11,380.15,377.75,27.63,74.68,0,0,170
25.77,3.647,3.787,3.772,375.82,378.76,378.18,27.73,70.98,0,0,143
27.55,3.769,3.367,2.79,379.85,380.22,379.64,27.91,72.43,0,0,135
29.81,3.883,2.011,3.141,378.59,378.09,378.58,28.39,78.6,0,0,130
74.52,11.166,11.461,11.743,396.77,353.98,315.36,27.02,54.66,4,4,3
38.06,5.095,6.974,6.394,383.15,375.6,377.75,29.02,78.66,1,1,84
36.35,6.747,6.977,5.951,377.88,370.34,380.56,30.23,76.6,1,1,90
28.58,2.177,4.96,4.903,380.0,381.23,379.35,25.76,77.08,0,0,128
26.42,3.417,3.254,3.919,381.31,375.54,379.34,27.97,65.79,0,0,175
28.58,3.56,2.085,3.198,378.09,380.56,382.9,28.37,57.57,0,0,163
31.56,6.269,5.634,5.696,377.53,372.4,377.57,27.09,73.65,1,1,105
32.53,5.651,6.42,5.477,383.82,383.34,375.21,29.24,53.72,1,1,66
26.48,3.711,4.081,2.006,382.19,383.38,377.62,28.29,52.83,0,0,133
25.24,4.002,3.648,4.78,380.72,379.93,378.9,26.05,56.85,0,0,177
29.55,4.545,2.164,3.402,385.21,378.17,380.65,27.74,60.61,0,0,140
51.55,10.628,9.811,9.98,377.05,381.27,354.01,27.25,79.02,3,3,8
32.81,6.286,5.334,5.976,382.03,373.95,374.56,27.43,73.75,1,1,82
28.31,4.532,4.716,3.631,379.41,382.02,381.57,28.5,75.6,0,0,164
27.62,2.39,4.79,2.031,378.88,381.64,379.56,26.66,68.58,0,0,169
35.22,5.429,6.942,5.614,380.72,379.57,365.64,27.44,71.37,1,1,69
29.25,4.486,3.124,4.087,380.57,379.93,381.36,27.54,79.16,0,0,124
27.72,3.994,4.353,2.073,382.35,380.48,380.09,27.92,57.85,0,0,132
29.96,2.884,2.13,4.373,378.78,385.2,379.64,29.15,50.4,0,0,154
30.57,6.518,5.716,6.913,373.8,394.49,382.21,28.26,58.38,1,1,101
28.17,2.528,3.13,2.794,382.85,381.32,378.39,27.81,51.24,0,0,147
24.49,3.64,4.214,2.848,377.12,382.78,379.36,26.9,56.38,0,0,121
61.9,10.733,9.636,9.089,367.67,371.48,394.75,26.44,78.52,3,3,10
26.83,4.698,2.259,2.781,378.85,384.11,377.37,29.04,52.95,0,0,155
30.26,3.998,3.343,4.121,378.46,380.58,378.07,27.5,74.66,0,0,158
23.61,4.683,2.03,3.96,380.57,377.61,383.09,27.22,77.13,0,0,165
30.5,3.77,4.239,3.295,378.55,379.77,379.06,28.27,62.97,0,0,147
45.01,8.104,8.05,7.632,388.0,370.18,390.17,28.13,52.91,2,2,45
29.19,4.399,2.768,3.658,376.79,380.12,379.52,27.68,59.18,0,0,129
27.25,2.861,2.392,2.318,379.95,376.66,378.97,29.04,51.29,0,0,131
35.09,6.014,5.102,5.914,386.81,383.59,379.13,27.81,74.06,1,1,92
33.75,6.917,5.603,6.781,384.68,387.87,370.03,30.37,51.62,1,1,89
33.42,6.78,5.488,6.34,380.95,387.07,378.25,26.91,69.27,1,1,76
27.41,3.47,2.428,2.356,381.82,380.67,381.9,29.71,56.9,0,0,132
29.8,3.12,2.152,3.763,383.16,379.51,379.4,26.6,68.42,0,0,150
36.33,6.888,6.943,6.544,382.9,375.29,376.42,26.2,55.17,1,1,73
29.96,4.351,3.527,2.442,384.76,381.04,379.03,30.37,60.52,0,0,177
41.02,8.103,7.105,8.558,367.04,383.39,366.69,29.76,79.06,2,2,41
49.03,8.506,7.353,7.934,370.39,385.28,382.94,28.07,68.17,2,2,57
46.87,8.659,8.858,8.459,352.85,372.29,391.15,25.37,79.38,2,2,50
27.59,4.837,3.178,4.383,377.4,381.38,379.78,28.2,53.22,0,0,157
27.77,3.085,4.021,3.897,378.88,380.07,371.07,29.4,75.0,0,0,158
45.18,8.234,8.744,7.807,381.67,375.46,386.43,29.25,77.68,2,2,39
27.26,4.879,4.086,3.197,381.52,378.11,378.44,27.08,78.0,0,0,155
27.51,3.759,4.964,2.522,378.05,380.23,381.98,28.06,61.3,0,0,141
41.01,8.317,7.218,8.907,372.07,369.59,369.54,26.95,55.93,2,2,30
60.27,10.9,10.108,9.69,385.05,417.84,389.76,28.5,53.03,3,3,14
28.39,4.939,4.389,2.987,382.84,377.0,379.19,28.81,60.26,0,0,172
30.27,4.47,2.315,2.428,383.24,378.46,378.03,29.43,57.26,0,0,143
28.67,2.594,4.148,4.126,381.54,379.68,382.18,29.08,77.15,0,0,170
45.03,8.029,7.102,8.195,369.06,373.81,382.43,26.7,67.82,2,2,36
51.43,10.882,9.243,10.348,373.35,385.46,358.88,30.73,78.5,3,3,23
29.58,2.162,4.281,2.698,378.51,379.54,382.73,27.76,77.0,0,0,178
27.68,4.991,2.265,4.136,377.37,377.06,382.94,26.66,75.58,0,0,177
47.89,10.458,10.409,9.559,384.27,397.94,396.34,27.84,75.51,3,3,8
25.95,3.644,4.832,3.955,382.0,381.18,379.65,28.04,66.94,0,0,169
29.4,2.252,3.096,2.469,385.25,382.68,381.33,28.37,57.06,0,0,178
71.35,11.105,11.565,11.709,430.22,358.07,385.45,27.54,69.82,4,4,2
23.37,2.704,2.842,4.053,379.35,380.05,382.16,29.53,78.76,0,0,163
36.64,5.534,6.742,6.781,373.07,385.58,373.17,27.69,51.86,1,1,111
28.5,4.136,4.168,2.531,377.56,381.86,378.29,26.84,79.2,0,0,173
27.43,3.361,4.95,4.771,381.62,379.89,380.77,28.31,66.77,0,0,162
44.01,7.092,8.782,7.698,392.41,366.33,367.74,29.35,55.18,2,2,31
26.28,4.334,2.758,2.929,375.42,377.76,381.76,27.77,66.91,0,0,144
66.41,11.506,11.655,11.298,366.67,416.34,389.2,27.43,60.93,4,4,2
40.07,6.663,5.396,6.14,384.03,376.01,383.19,27.78,56.38,1,1,97
31.2,2.086,2.797,3.372,380.94,380.77,382.67,27.61,52.38,0,0,169
30.21,4.313,3.958,3.193,377.43,386.9,376.4,30.05,56.61,0,0,128
31.17,2.353,3.631,2.36,377.85,378.95,381.4,28.39,77.37,0,0,155
29.52,4.837,4.577,3.209,380.34,378.88,384.36,28.04,61.73,0,0,137
25.45,3.918,3.543,2.55,379.75,382.74,379.45,27.71,60.27,0,0,170
27.83,2.792,4.748,2.804,382.64,376.74,380.28,27.0,64.45,0,0,164
28.66,4.097,2.925,4.007,376.96,384.03,380.62,28.64,65.4,0,0,145
30.94,5.289,6.584,5.256,377.63,372.65,371.42,27.54,68.91,1,1,77
38.38,5.998,6.039,6.476,373.21,383.45,374.43,27.03,78.18,1,1,116
34.55,5.02,6.105,6.827,382.31,381.19,375.06,27.98,58.82,1,1,63
28.66,4.309,2.541,2.73,378.71,380.81,381.19,29.05,50.72,0,0,145
27.96,3.08,3.676,2.198,378.91,378.65,380.27,26.24,75.99,0,0,177
30.26,6.516,5.115,5.134,369.26,387.6,384.38,27.33,65.4,1,1,87
29.01,2.711,2.076,4.335,381.99,380.53,378.01,28.15,74.2,0,0,169
28.84,2.363,2.806,2.976,380.03,381.14,376.11,27.5,68.02,0,0,173
49.99,8.704,7.573,7.157,365.66,377.14,366.09,27.2,78.43,2,2,38
37.44,7.848,7.007,8.876,376.66,360.04,357.67,29.15,57.49,2,2,48
26.69,3.634,2.573,2.438,382.17,380.16,381.45,26.39,63.93,0,0,151
28.71,3.874,4.608,2.009,379.66,379.76,381.97,28.41,53.66,0,0,123
42.67,8.614,8.956,8.253,382.49,381.54,372.49,29.07,59.96,2,2,54
30.39,6.585,5.95,5.679,375.81,379.18,372.4,27.88,78.28,1,1,90
50.7,7.398,7.221,8.102,365.47,359.26,388.69,29.23,60.73,2,2,57
42.91,8.843,7.226,8.863,369.29,393.04,372.73,27.87,58.21,2,2,35
45.63,8.139,8.56,8.626,383.82,369.8,364.56,28.45,61.09,2,2,41
26.86,3.627,3.814,4.51,379.93,378.32,379.38,28.72,75.72,0,0,145
27.13,4.406,2.164,4.803,380.16,379.88,377.04,26.43,65.25,0,0,161
32.99,5.534,5.205,6.598,377.48,381.23,383.26,28.69,69.69,1,1,97
39.87,6.758,5.592,6.498,386.34,376.37,380.84,26.93,52.19,1,1,64
31.2,6.429,5.862,5.409,392.44,379.81,378.5,27.7,53.66,1,1,79
26.63,4.17,4.497,2.764,381.8,379.25,379.35,28.5,67.29,0,0,133
28.49,4.69,2.079,2.761,379.34,382.65,381.46,27.36,64.02,0,0,153
47.89,9.134,10.479,10.641,408.29,378.23,373.46,29.38,70.79,3,3,17
40.57,6.934,5.781,6.113,383.82,388.23,387.71,26.59,66.87,1,1,64
58.4,9.603,10.495,10.212,385.71,392.56,380.08,29.4,78.8,3,3,18
41.47,8.836,8.961,7.19,359.81,363.04,368.4,27.58,55.31,2,2,53
34.37,6.868,5.329,6.447,378.79,374.12,371.08,28.14,58.24,1,1,111
34.03,6.93,6.211,6.29,378.4,378.7,383.99,28.05,68.49,1,1,81
60.3,9.632,10.751,10.54,399.39,417.43,383.7,27.24,79.69,3,3,7
33.59,6.128,5.749,5.429,380.7,382.48,380.7,28.29,59.86,1,1,106
36.56,5.158,6.103,6.008,378.83,375.12,378.43,28.42,54.22,1,1,78
28.7,4.004,4.237,2.154,380.26,378.31,382.93,27.07,71.97,0,0,147
26.69,3.645,4.696,4.065,379.11,379.95,381.76,27.18,64.96,0,0,141
34.39,5.381,5.711,5.641,395.93,370.5,384.87,28.27,78.62,1,1,62
25.27,2.728,2.588,3.975,383.09,379.37,382.18,27.81,69.09,0,0,144
27.62,3.406,4.596,2.855,380.92,375.55,384.43,26.15,50.89,0,0,127
27.09,4.776,4.389,4.652,378.28,382.55,379.53,28.63,79.9,0,0,149
28.9,2.723,2.181,2.849,381.13,378.28,377.67,26.66,62.4,0,0,139
27.61,2.438,3.933,3.687,380.05,378.76,378.53,27.29,54.0,0,0,163
27.72,2.035,4.996,4.359,381.31,381.69,378.24,27.97,66.24,0,0,120
60.83,9.082,10.409,10.311,372.06,375.15,377.31,28.83,56.86,3,3,9
27.32,3.136,3.878,3.689,382.74,381.8,381.86,28.89,59.88,0,0,133
26.83,4.866,2.255,4.314,379.75,378.58,380.13,27.6,57.24,0,0,168
26.76,3.109,2.429,4.258,379.92,382.43,379.76,27.84,63.58,0,0,120
33.61,5.451,5.952,5.1,378.45,380.78,384.98,29.13,61.98,1,1,111
28.54,4.194,2.414,2.53,378.27,383.95,378.58,27.08,79.73,0,0,176
46.15,8.668,7.941,8.577,389.8,377.83,380.67,29.47,74.71,2,2,45
35.98,5.147,6.406,5.798,382.03,385.95,391.73,27.89,79.65,1,1,75
43.51,7.954,8.541,8.084,381.6,370.39,372.81,28.23,71.89,2,2,56
29.42,4.862,4.552,3.976,376.84,385.29,381.44,28.6,64.0,0,0,165
36.66,5.401,6.642,6.899,381.27,375.68,378.59,28.11,75.52,1,1,93
28.5,2.387,4.27,3.806,378.43,379.17,377.99,25.94,68.58,0,0,139
59.61,10.325,10.678,10.537,367.9,364.51,386.33,29.76,79.4,3,3,12
32.6,6.988,5.144,6.107,375.89,382.97,379.36,29.31,64.11,1,1,100
28.38,2.399,3.559,3.91,381.26,379.41,381.07,29.26,77.74,0,0,157
28.9,3.907,3.262,3.266,382.44,384.76,380.11,30.25,52.66,0,0,149
29.38,3.627,3.77,3.843,381.58,380.61,378.56,28.53,67.07,0,0,176
36.56,6.923,6.464,5.662,384.41,391.15,386.3,28.32,70.11,1,1,95
28.0,3.939,2.518,3.104,383.44,379.26,377.79,29.36,54.18,0,0,179
33.63,5.505,5.247,5.853,387.91,374.0,381.62,28.85,71.33,1,1,87
27.21,4.723,2.24,3.508,380.24,382.51,380.1,27.81,60.65,0,0,162
39.31,6.632,5.861,6.826,382.52,378.53,375.17,26.98,61.77,1,1,107
40.05,7.182,8.765,8.385,368.59,393.83,396.03,27.27,78.02,2,2,42
47.28,7.796,8.245,8.637,381.69,366.86,380.59,26.4,70.73,2,2,50
47.08,7.08,7.863,8.261,372.85,379.01,372.51,28.74,57.8,2,2,41
25.51,2.27,2.617,4.741,381.02,380.46,379.87,29.16,56.81,0,0,151
29.88,3.795,2.568,4.376,383.62,377.86,374.85,28.11,62.89,0,0,177
35.47,6.681,5.543,6.341,376.43,382.36,379.7,27.74,76.91,1,1,62
26.74,2.989,3.882,3.444,380.38,382.38,381.46,28.38,63.62,0,0,156
27.97,4.799,4.932,3.162,379.0,378.48,377.35,27.87,64.44,0,0,145
28.74,2.308,4.778,2.26,379.62,377.24,381.31,29.36,67.07,0,0,152
25.68,2.181,2.186,2.915,377.64,380.87,379.8,28.64,51.14,0,0,165
30.16,3.423,4.621,4.501,379.41,377.23,378.36,27.59,56.54,0,0,178
65.78,9.087,10.078,9.253,387.38,371.76,365.13,27.18,60.36,3,3,27
29.4,2.327,4.348,3.319,383.34,378.46,380.06,27.88,65.11,0,0,158
31.62,5.61,5.329,6.423,384.01,372.84,380.36,25.97,64.67,1,1,96
28.99,4.441,3.271,3.42,379.18,378.19,377.98,27.65,65.33,0,0,165
36.53,5.542,6.561,6.554,379.67,382.85,378.66,28.4,52.77,1,1,115
30.35,3.058,4.098,4.646,376.83,381.3,382.47,27.7,58.79,0,0,152
46.8,10.868,10.815,9.312,388.32,393.23,379.49,28.44,60.53,3,3,20
43.24,10.288,9.714,10.431,360.98,379.96,393.79,28.16,64.86,3,3,12
28.92,4.004,4.108,2.516,381.67,381.87,382.29,28.99,64.82,0,0,127
58.83,9.32,10.578,9.097,376.34,364.1,395.56,26.69,75.66,3,3,26
64.66,11.769,11.523,11.664,378.99,384.78,419.76,30.42,69.91,4,4,3
49.59,7.883,7.26,7.682,377.36,367.54,379.2,27.01,66.42,2,2,48
40.16,8.81,8.676,7.464,401.17,382.58,382.91,27.98,75.97,2,2,53
26.94,4.794,4.605,3.878,382.0,379.54,382.89,27.56,75.06,0,0,122
28.56,5.202,6.263,6.355,383.55,380.47,388.3,29.26,58.76,1,1,73
26.47,3.043,2.119,3.645,380.24,381.73,379.29,27.58,76.46,0,0,124
26.99,4.567,2.192,2.868,379.44,380.82,378.92,29.56,56.83,0,0,144
61.89,11.489,11.19,11.594,378.38,379.7,339.39,27.48,58.18,4,4,2
28.66,2.236,2.407,2.752,378.81,378.75,378.49,26.98,73.99,0,0,129
32.59,5.187,5.685,6.948,372.48,379.78,380.31,28.97,75.99,1,1,78
45.95,7.115,7.722,8.342,374.43,371.83,378.29,29.58,58.91,2,2,43
45.76,7.763,7.823,7.702,382.07,385.81,376.56,27.75,52.57,2,2,44
73.33,11.466,11.076,11.085,438.72,306.14,425.51,28.93,53.66,4,4,2
29.47,4.445,3.877,2.542,381.56,380.29,380.21,28.97,67.1,0,0,131
28.21,2.57,4.924,4.656,376.77,379.64,381.3,27.41,79.75,0,0,141
27.95,4.577,3.591,3.358,380.03,381.55,381.46,30.34,62.38,0,0,176
28.69,2.449,4.994,3.595,382.5,378.09,377.34,28.6,54.63,0,0,129
27.74,3.691,2.454,2.838,379.53,381.41,379.41,28.75,52.5,0,0,149
28.08,2.326,4.983,4.914,379.82,383.11,376.6,28.04,65.16,0,0,125
36.57,7.214,7.837,8.972,376.15,372.33,399.6,29.5,56.08,2,2,46
29.3,5.787,6.372,5.824,381.12,383.94,379.78,26.79,69.7,1,1,94
29.49,3.23,3.72,2.456,375.34,380.16,377.92,28.36,62.46,0,0,133
